GADE,Game,Platform,Hours,Narcissism,Gender,Work,Degree,GAD_T,SWL_T,SPIN_T
Very difficult,Other,PC,6.0,1.0,Male,Employed,Bachelor (or equivalent),7,25,6.0
Somewhat difficult,League of Legends,PC,10.0,4.0,Male,Student at college / university,High school diploma (or equivalent),5,16,47.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,Bachelor (or equivalent),3,21,38.0
Somewhat difficult,League of Legends,PC,25.0,3.0,Male,Employed,High school diploma (or equivalent),2,19,16.0
Somewhat difficult,League of Legends,PC,45.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),5,17,
Somewhat difficult,League of Legends,PC,15.0,5.0,Male,Student at college / university,High school diploma (or equivalent),13,7,51.0
Somewhat difficult,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,15,17.0
Very difficult,Diablo 3,PC,35.0,3.0,Male,Unemployed / between jobs,Bachelor (or equivalent),7,16,10.0
Not difficult at all,League of Legends,PC,20.0,4.0,Male,Student at school,,6,31,13.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,22,14.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,Bachelor (or equivalent),5,24,0.0
Not difficult at all,League of Legends,PC,8.0,1.0,Male,Employed,High school diploma (or equivalent),1,27,4.0
Somewhat difficult,League of Legends,PC,40.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,16,12.0
Not difficult at all,League of Legends,PC,16.0,3.0,Male,Student at college / university,High school diploma (or equivalent),4,26,24.0
Not difficult at all,League of Legends,PC,22.0,3.0,Male,Student at college / university,High school diploma (or equivalent),1,32,11.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,26,8.0
Extremely difficult,Heroes of the Storm,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),11,11,35.0
,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,5,15.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at school,High school diploma (or equivalent),1,28,20.0
Somewhat difficult,League of Legends,PC,35.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,14,
Somewhat difficult,League of Legends,PC,50.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),1,28,41.0
Somewhat difficult,League of Legends,PC,21.0,1.0,Male,Student at college / university,High school diploma (or equivalent),12,9,24.0
Very difficult,League of Legends,PC,10.0,2.0,Male,Employed,High school diploma (or equivalent),19,9,18.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Unemployed / between jobs,Bachelor (or equivalent),1,22,3.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Employed,Bachelor (or equivalent),4,26,19.0
Not difficult at all,League of Legends,PC,30.0,3.0,Male,Employed,High school diploma (or equivalent),1,28,11.0
Not difficult at all,Other,PC,30.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),2,26,
Somewhat difficult,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,17,
Very difficult,League of Legends,PC,45.0,1.0,Male,Student at college / university,Bachelor (or equivalent),13,17,54.0
Not difficult at all,World of Warcraft,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,12,11.0
Not difficult at all,League of Legends,PC,14.0,2.0,Male,Student at school,,0,24,0.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),9,21,46.0
,Other,PC,39.0,1.0,Male,Student at school,High school diploma (or equivalent),0,10,
Not difficult at all,League of Legends,PC,28.0,2.0,Male,Employed,High school diploma (or equivalent),2,22,8.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,15,5.0
Not difficult at all,League of Legends,PC,10.0,4.0,Male,Unemployed / between jobs,Bachelor (or equivalent),5,14,0.0
Not difficult at all,League of Legends,PC,50.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),1,32,9.0
Not difficult at all,League of Legends,PC,50.0,4.0,Male,Student at school,High school diploma (or equivalent),5,15,8.0
Somewhat difficult,League of Legends,PC,5.0,1.0,Female,Student at college / university,High school diploma (or equivalent),2,11,24.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,32,23.0
Somewhat difficult,Counter Strike,PC,25.0,3.0,Male,Student at college / university,High school diploma (or equivalent),9,28,16.0
Not difficult at all,League of Legends,PC,3.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,27,4.0
Very difficult,League of Legends,PC,40.0,4.0,Male,Student at school,,10,9,37.0
Very difficult,League of Legends,PC,30.0,2.0,Female,Student at college / university,High school diploma (or equivalent),15,15,48.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,Bachelor (or equivalent),3,20,13.0
Somewhat difficult,League of Legends,PC,16.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,26,34.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,20,13.0
Very difficult,League of Legends,PC,80.0,3.0,Male,Employed,High school diploma (or equivalent),21,5,34.0
,League of Legends,PC,15.0,4.0,Male,Student at college / university,Bachelor (or equivalent),0,31,9.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,24,16.0
Not difficult at all,League of Legends,PC,7.0,4.0,Male,Student at school,High school diploma (or equivalent),2,31,4.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Employed,High school diploma (or equivalent),10,11,55.0
Somewhat difficult,League of Legends,PC,30.0,3.0,Male,Employed,Bachelor (or equivalent),15,13,4.0
Very difficult,League of Legends,PC,22.0,2.0,Male,Student at school,High school diploma (or equivalent),21,9,54.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Employed,Bachelor (or equivalent),4,10,9.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at school,,3,21,23.0
Somewhat difficult,Other,PC,30.0,1.0,Male,Employed,Bachelor (or equivalent),4,30,13.0
Very difficult,League of Legends,PC,35.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),17,12,
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Student at college / university,High school diploma (or equivalent),9,27,37.0
Somewhat difficult,League of Legends,PC,24.0,2.0,Male,Student at school,High school diploma (or equivalent),3,29,2.0
,League of Legends,PC,15.0,1.0,Female,Student at college / university,High school diploma (or equivalent),0,30,14.0
Somewhat difficult,League of Legends,PC,14.0,2.0,Male,Employed,Master (or equivalent),4,15,7.0
Not difficult at all,League of Legends,PC,18.0,3.0,Male,Student at college / university,High school diploma (or equivalent),5,28,12.0
Somewhat difficult,League of Legends,PC,6.0,3.0,Male,Student at college / university,High school diploma (or equivalent),8,16,7.0
Somewhat difficult,League of Legends,PC,50.0,1.0,Male,Student at school,,5,30,23.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,22,3.0
Not difficult at all,Other,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,16,14.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,16,24.0
Not difficult at all,League of Legends,PC,30.0,3.0,Male,Student at college / university,High school diploma (or equivalent),4,14,5.0
Somewhat difficult,League of Legends,"Console (PS, Xbox, ...)",21.0,2.0,Male,Unemployed / between jobs,,13,10,44.0
Not difficult at all,League of Legends,PC,35.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,13,14.0
,League of Legends,PC,20.0,1.0,Male,Employed,High school diploma (or equivalent),0,20,8.0
Somewhat difficult,League of Legends,PC,12.0,4.0,Male,Student at college / university,High school diploma (or equivalent),4,12,26.0
Somewhat difficult,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),9,11,18.0
Not difficult at all,League of Legends,PC,7.0,2.0,Male,Student at school,High school diploma (or equivalent),2,21,10.0
Not difficult at all,League of Legends,PC,6.0,1.0,Male,Student at school,High school diploma (or equivalent),5,28,19.0
Not difficult at all,League of Legends,PC,10.0,5.0,Male,Student at school,High school diploma (or equivalent),5,19,16.0
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,24,5.0
Extremely difficult,League of Legends,PC,28.0,1.0,Female,Student at college / university,High school diploma (or equivalent),8,8,27.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Unemployed / between jobs,Bachelor (or equivalent),7,8,22.0
Not difficult at all,League of Legends,PC,28.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,18,18.0
Somewhat difficult,League of Legends,PC,18.0,2.0,Male,Student at college / university,High school diploma (or equivalent),9,32,12.0
Somewhat difficult,League of Legends,PC,26.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,26,
Somewhat difficult,League of Legends,PC,10.0,3.0,Male,Student at college / university,Bachelor (or equivalent),8,28,21.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Student at college / university,Bachelor (or equivalent),3,13,
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,27,6.0
Not difficult at all,League of Legends,PC,12.0,4.0,Male,Student at school,,10,18,31.0
Somewhat difficult,League of Legends,PC,21.0,4.0,Male,Unemployed / between jobs,Master (or equivalent),11,16,6.0
Somewhat difficult,League of Legends,PC,80.0,2.0,Male,Student at college / university,,3,29,9.0
Very difficult,League of Legends,PC,7.0,3.0,Male,Student at college / university,High school diploma (or equivalent),13,13,19.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,10,26.0
Not difficult at all,League of Legends,PC,12.0,3.0,Male,Employed,Bachelor (or equivalent),2,20,15.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Employed,Bachelor (or equivalent),2,23,27.0
Not difficult at all,League of Legends,PC,7.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,28,11.0
Somewhat difficult,Counter Strike,PC,18.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,20,
Not difficult at all,League of Legends,PC,18.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,29,1.0
Not difficult at all,Other,PC,15.0,1.0,Male,Student at school,,4,20,14.0
Not difficult at all,League of Legends,PC,40.0,2.0,Male,Employed,High school diploma (or equivalent),2,23,31.0
Not difficult at all,League of Legends,PC,25.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,19,30.0
Not difficult at all,Other,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),2,19,16.0
Not difficult at all,League of Legends,PC,35.0,4.0,Male,Student at college / university,Bachelor (or equivalent),3,20,32.0
Not difficult at all,League of Legends,PC,50.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,30,19.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,Bachelor (or equivalent),4,23,12.0
Somewhat difficult,Hearthstone,PC,60.0,2.0,Male,Student at school,High school diploma (or equivalent),11,21,
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Unemployed / between jobs,Bachelor (or equivalent),0,10,23.0
Not difficult at all,Heroes of the Storm,PC,40.0,1.0,Male,Employed,High school diploma (or equivalent),0,27,7.0
Not difficult at all,League of Legends,PC,40.0,4.0,Male,Student at college / university,High school diploma (or equivalent),4,27,4.0
Not difficult at all,League of Legends,PC,30.0,3.0,Male,Employed,Bachelor (or equivalent),4,30,0.0
Somewhat difficult,Other,PC,40.0,3.0,Male,Employed,High school diploma (or equivalent),9,11,11.0
Not difficult at all,League of Legends,PC,35.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,24,19.0
Not difficult at all,League of Legends,PC,60.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,12,7.0
Not difficult at all,League of Legends,PC,7.0,3.0,Male,Employed,Bachelor (or equivalent),8,17,14.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Employed,Bachelor (or equivalent),2,30,7.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),1,20,42.0
Not difficult at all,League of Legends,PC,,1.0,Male,Employed,High school diploma (or equivalent),7,13,41.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Student at school,High school diploma (or equivalent),2,19,15.0
Not difficult at all,League of Legends,PC,28.0,2.0,Male,Employed,High school diploma (or equivalent),0,30,2.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),7,32,37.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Student at school,,3,24,22.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Student at school,,3,24,22.0
Somewhat difficult,League of Legends,PC,55.0,3.0,Male,Student at college / university,High school diploma (or equivalent),8,27,3.0
Extremely difficult,League of Legends,PC,30.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),15,11,
Not difficult at all,Other,"Console (PS, Xbox, ...)",140.0,1.0,Female,Employed,Bachelor (or equivalent),21,23,50.0
